date,gross_value,net_value,benchmark_value
2007-08-08,94075.66520530437,80954.75361613747,112283.56
2007-08-09,95970.0210433802,82584.90004984109,110022.555
2007-08-10,96237.39030689401,82814.97881468482,109716.03
2007-08-13,97114.50962486592,83569.76463653799,108716.07
2007-08-14,97698.45509328505,84072.26612210246,108062.36
2007-08-15,98706.7714256712,84939.95066174731,106947.08
2007-08-16,97145.04384039585,83596.04018707163,108639.18
2007-08-17,97110.67576568152,83566.46549297101,108677.62
2007-08-20,97763.53824193205,84128.27200047475,107946.99
2007-08-21,98285.93848822525,84493.68382086037,108523.81
2007-08-22,98007.33870701515,84169.68566480062,108831.43
2007-08-23,99773.55493419057,85602.36019323941,110792.71
2007-08-24,98665.38152967239,84651.58461956457,109562.15
2007-08-27,96726.00388238045,82987.6637136321,107408.586
2007-08-28,99011.66716267656,84948.68606599214,109946.68
2007-08-29,98526.85983939758,84532.7376602345,109408.33
2007-08-30,99496.49301312366,85364.65036743795,110485.055
2007-08-31,99773.55488732457,85602.36015302998,110792.71
2007-09-04,98630.71400915431,84621.84105093707,109523.66
2007-09-05,100119.9146524752,85899.52520235018,111177.33
2007-09-06,98492.2014987678,84503.00196764294,109369.836
2007-09-07,98630.71391364602,84621.84096899418,109523.64
2007-09-10,100189.14764356213,85958.92478417512,111254.19
2007-09-11,100189.14764356213,85872.96585939094,111254.19
2007-09-12,100985.68435177849,86469.81124336482,112138.7
2007-09-13,100570.11933584414,86113.98032814308,111677.24
2007-09-14,99496.49294038763,85194.67901967613,110485.04
2007-09-17,100189.14767171523,85787.77025096476,111254.19
2007-09-18,101089.59412398744,86472.99705829997,110254.3
2007-09-19,100208.12107958557,85632.50366343452,109292.914
2007-09-20,101019.14305293969,86325.55968879613,110177.46
2007-09-21,102535.22270664878,87621.12031902882,111830.984
2007-09-24,100842.69940522808,86087.15925891341,113676.95
2007-09-25,100638.0187697656,85826.34081453222,113446.23
2007-09-26,100603.88707894339,85797.23254943626,113407.74
2007-09-27,100501.51938490197,85709.93110307836,113292.35
2007-09-28,99443.95717313183,84722.30859530177,114484.5
2007-10-01,99677.77797599579,84921.51464843331,114215.31
2007-10-02,100516.78858335626,85636.31841944347,113253.94
2007-10-03,101404.20089285946,86306.72220315014,114253.805
2007-10-04,101847.88422178359,86684.34811488217,114753.71
2007-10-05,101847.88422178359,86597.66376676729,114753.71
2007-10-08,102735.31485686966,87265.61707222996,115753.59
2007-10-09,103179.0073511053,87642.49915366157,116253.51
2007-10-10,102086.8138559018,86714.7661783551,115022.91
2007-10-11,102974.23535425028,87468.56135350431,116022.79
2007-10-12,103417.93694717603,87757.98260220826,115522.86
2007-10-15,104381.88103798656,88488.20447153505,116599.63
2007-10-16,106998.3086588462,90706.24250646321,119522.31
2007-10-17,106722.91316907332,90382.0737878332,119829.94
2007-10-18,103332.18724063778,87420.13553217205,116022.79
2007-10-19,104496.63836938552,88405.27364077182,117330.25
2007-10-22,103160.84234154341,87186.77064138225,118830.11
2007-10-23,101992.37509000032,86199.23618596389,120176.055
2007-10-24,99577.16262937986,84158.01036738094,123021.87
2007-10-25,90114.40992395909,76160.52962723582,134712.55
2007-10-26,88931.08218149844,75084.27524286933,132943.6
2007-10-29,86358.60653793397,72837.2566501876,136789.2
2007-10-30,83348.01747185632,70298.04188902974,141557.88
2007-10-31,82781.97362395166,69820.62472497464,142519.25
2007-11-01,82781.97362395166,69820.62472497464,142519.25
2007-11-02,83519.12104479742,70442.3554132481,141250.16
2007-11-05,84246.76445803078,71056.07015650552,140019.55
2007-11-06,86306.05916803246,72792.93673325927,136596.97
2007-11-07,88201.33392124195,74391.46430516378,133597.31
2007-11-08,90765.58402652408,76554.22434172903,129713.28
2007-11-09,91707.43364735504,77348.60657308441,128367.28
2007-11-12,88427.21359647358,74581.97752135007,132958.77
2007-11-13,87067.17408350571,73360.30029725451,130913.805
2007-11-14,87503.43381604512,73654.51991813393,130257.84
2007-11-15,86648.09087412276,72934.5496151959,131531.11
2007-11-16,86978.48867319417,73212.6563158286,131029.57
2007-11-19,88566.39366215336,74476.0355455326,133421.69
2007-11-20,87670.0062633107,73722.25776348318,132071.3
2007-11-21,87362.65372179831,73463.80308490606,131608.3
2007-11-23,84442.8694923564,71008.5382257914,127209.76
2007-11-26,84673.38901574371,71202.38353785437,127557.02
2007-11-27,86312.5456697935,72580.76064212475,130026.35
2007-11-28,86594.25534448437,72745.07131262557,129601.97
2007-11-29,86568.45828339166,72723.400024601,129640.58
2007-11-30,84816.43640540585,71178.85893934613,127016.84
2007-12-03,85202.88021273243,71431.98784922421,126438.13
2007-12-04,81614.85617247937,68423.87721955818,131762.64
2007-12-05,80658.88205447534,67622.41215862434,133306.0
2007-12-06,80612.15963751655,67515.61882745274,133228.8
2007-12-07,81149.14375045442,67965.36257391152,134116.27
2007-12-10,82689.97514283213,69187.8996049335,131569.72
2007-12-11,81792.77133787364,68437.19618924848,132997.28
2007-12-12,80013.07094249353,66948.09509725121,135891.11
2007-12-13,79808.6407587294,66777.04540221792,136238.33
2007-12-14,77729.24024238261,64970.40383375907,132688.66
2007-12-17,78520.30226359141,65631.61728207297,134039.05
2007-12-18,78633.33522921099,65726.09649478535,134232.02
2007-12-19,80283.31163351568,67105.2381533114,137048.62
2007-12-20,81503.80371875838,68125.39303205274,139132.08
2007-12-21,82679.14533857093,69107.8086512422,141138.47
2007-12-24,82746.92534695932,69164.46293607913,141254.17
2007-12-26,81300.39142148138,67955.36976850832,138784.84
2007-12-27,81639.40595911308,68238.73689453147,139363.58
2007-12-28,80464.10654164682,67256.3565504003,137357.27
2007-12-31,79605.25246925253,66538.47875121272,135891.14
2008-01-02,79266.23793686004,66188.57315081758,136469.86
2008-01-03,81484.85035359551,68041.1499106151,132650.16
2008-01-04,82029.92710093406,68428.25653992375,133537.5
2008-01-07,84779.26177355259,70653.28610958134,129061.82
2008-01-08,87288.42441271343,72673.71715390182,132881.6
2008-01-09,87009.62405807193,72441.59636294992,132457.16
2008-01-10,85945.12655766845,71555.32775659287,130836.64
2008-01-11,87161.70187434021,72568.21177936078,132688.67
2008-01-14,88150.20102849897,73318.63823634236,131183.84
2008-01-15,86153.87303830538,71584.8803931317,128212.94
