date,gross_value,net_value,benchmark_value
2014-01-10,52816.65985025723,48335.79072391355,478996.22
2014-01-13,61129.1991881654,55943.10937981813,554382.94
2014-01-14,62213.28151394674,56935.22013757945,564214.5
2014-01-15,59620.591359192375,54505.553868423296,587727.75
2014-01-16,59285.819842039986,54144.997895634464,584427.6
2014-01-17,61611.785658303386,56269.27338954598,607356.5
2014-01-21,62267.37591216357,56868.01577027438,613819.2
2014-01-22,63292.612134291114,57804.351191417714,623925.75
2014-01-23,60886.44654400017,55606.83024678084,600206.25
2014-01-24,59149.81906321107,54020.79008501268,583086.94
2014-01-27,62204.605932404214,56810.68873269549,613200.4
2014-01-28,61106.1389019249,55807.47253003194,602371.9
2014-01-29,63759.89250044822,58231.11250651225,628532.0
2014-01-30,63261.224647603056,57775.68539232438,623616.25
2014-01-31,64760.72003997947,59087.380097677364,608834.56
2014-02-03,65353.07606496167,59568.7556027926,614403.44
2014-02-04,66929.03420454379,60945.65886824179,599587.4
2014-02-05,68448.57850742598,62268.412075184344,613200.3
2014-02-06,65321.23460392698,59361.16509481406,641216.8
2014-02-07,68833.65704405445,62493.744339532044,675696.0
2014-02-10,68812.64707300818,62412.17574408724,675902.2
2014-02-11,69267.6203737189,62824.83060929971,671433.25
2014-02-12,70796.1100636285,64148.32604404005,686249.4
2014-02-13,71292.60592558756,64534.052413142985,681436.75
2014-02-14,69325.34141695229,62753.28497923412,700240.44
2014-02-18,72749.06740978934,65852.44105301549,665658.06
2014-02-19,66614.00955491189,60298.98792805086,721794.25
2014-02-20,66731.39443035887,60405.24469347913,720522.3
2014-02-21,64168.47496631215,58085.290514835586,748195.0
2014-02-24,55220.565599629575,49985.64477232674,852526.4
2014-02-25,54107.245617995104,48977.86775092862,869714.4
2014-02-26,54205.621414748995,49066.9175021823,868133.06
2014-02-27,55864.801407303974,50568.806894669106,841560.4
2014-02-28,54552.67163415167,49381.0672903427,861326.6
2014-03-03,53620.822500212504,48537.55764344411,876039.44
2014-03-04,54079.512665941234,48952.76388835859,868545.44
2014-03-05,54019.579499391366,48898.51239816266,869508.06
2014-03-06,52582.27243326575,47548.56382124665,846373.0
2014-03-07,54156.258435001226,48924.32334956333,821037.9
2014-03-10,55160.7495561505,49831.77245762636,805809.2
2014-03-11,56826.797194689374,51287.03456977455,830147.44
2014-03-12,57697.46905489297,52021.54191387099,817428.4
2014-03-13,56042.65972654124,50477.50115093354,793983.9
2014-03-14,56773.010045505645,51135.32608725879,804331.1
2014-03-17,58243.40862721385,52459.71087667942,825163.0
2014-03-18,57224.31973012536,51541.81973399109,810725.0
2014-03-19,56998.66659765715,51338.57445067558,807528.1
2014-03-20,55537.966000820685,50022.92461503682,786833.7
2014-03-21,53422.145537721975,48117.20974742761,756857.75
2014-03-24,53487.65717829142,48176.215938932066,757785.9
